,data,nuovi_positivi,nuovi_positivi_Tikhonov,Rt,Rt_interv_cred_min,Rt_interv_cred_max
221,2020-10-02 23:59:00,2499,2275.670295985499,1.3047187309153778,1.2528778588925351,1.3584207339881484
222,2020-10-03 23:59:00,2844,2461.5867633478356,1.362934554395522,1.309614438665328,1.4171002607301046
223,2020-10-04 23:59:00,2578,2686.2526287617643,1.4252903774793797,1.3722792984699337,1.478775965567246
224,2020-10-05 23:59:00,2257,2959.482552676897,1.494277336876094,1.44240315965633,1.5498580790439802
225,2020-10-06 23:59:00,2677,3286.670952483901,1.567084493908906,1.510545803609385,1.6190505952272467
226,2020-10-07 23:59:00,3678,3663.773599515645,1.6345001708838147,1.5823666946238144,1.6872805105480548
227,2020-10-08 23:59:00,4458,4079.314040182893,1.688777291212364,1.638776506485354,1.7403850960321048
228,2020-10-09 23:59:00,5372,4522.486727674026,1.7256473077407768,1.6759898755962415,1.7754582527185236
229,2020-10-10 23:59:00,5724,4991.127890986943,1.7449516902649942,1.6974071179379966,1.7925738536942526
230,2020-10-11 23:59:00,5456,5495.899542144609,1.7544893160596025,1.7082265215845704,1.8003950848580257
231,2020-10-12 23:59:00,4619,6055.978351529164,1.7611889937131897,1.7156494073270112,1.8035725610856705
232,2020-10-13 23:59:00,5901,6687.415802395305,1.7693401132231024,1.7277041846341579,1.81205196943384
233,2020-10-14 23:59:00,7332,7391.897340930749,1.7770569152489173,1.7381566882015982,1.8193116595378356
234,2020-10-15 23:59:00,8804,8159.871309297454,1.7808535818628157,1.7426138156835707,1.8202913604472846
235,2020-10-16 23:59:00,10010,8981.57203629817,1.7780989528845608,1.7408859057612465,1.8148915719103633
236,2020-10-17 23:59:00,10925,9858.641902570296,1.7705786073502507,1.7356095618279352,1.8051263669096356
237,2020-10-18 23:59:00,11705,10809.322118713022,1.7616142074379713,1.7284505004783375,1.7947489174894375
238,2020-10-19 23:59:00,9338,11863.36922299581,1.75561147578796,1.7233638539535476,1.7866636531661624
239,2020-10-20 23:59:00,10874,13046.307998587661,1.7547024115680645,1.7239129780346318,1.7835677439568036
240,2020-10-21 23:59:00,15199,14354.727611962431,1.755274624937441,1.7266697640208106,1.7841092715359128
241,2020-10-22 23:59:00,16079,15756.841443870486,1.7515835720112352,1.7253254063299037,1.779030649895243
242,2020-10-23 23:59:00,19143,17214.79999923421,1.7403805138776554,1.7143866826501863,1.7662543221281006
243,2020-10-24 23:59:00,19644,18698.561093869368,1.72080579264309,1.6967514710641691,1.7455296823970399
244,2020-10-25 23:59:00,21273,20196.548456053188,1.6945848196223348,1.671826566155816,1.7172684637235633
245,2020-10-26 23:59:00,17012,21707.028327441447,1.6645248126775896,1.643395402012015,1.687790961882843
246,2020-10-27 23:59:00,21994,23220.071675189454,1.6321287026588152,1.6109423236028715,1.6525867411792017
247,2020-10-28 23:59:00,24991,24688.75188862992,1.595954564160752,1.5759211835265998,1.6154245382746275
248,2020-10-29 23:59:00,26831,26047.342759145504,1.5547202823237638,1.535969123758722,1.5736296190212615
249,2020-10-30 23:59:00,31084,27241.82717679111,1.50779727612992,1.490230894175057,1.5258703746580058
250,2020-10-31 23:59:00,31758,28257.413345568664,1.4576050314841689,1.4409903274733005,1.4749167927731603
251,2020-11-01 23:59:00,29907,29138.23442711743,1.4086415956336447,1.3927407619855938,1.425145625306814
252,2020-11-02 23:59:00,22253,29968.676455184614,1.3657395243458095,1.3499077593168949,1.3810600349662132
253,2020-11-03 23:59:00,28244,30819.72038403659,1.3310735687025572,1.3160929778725956,1.3454914503254534
254,2020-11-04 23:59:00,30550,31687.61648117612,1.3033172216257378,1.288516226658088,1.317053639869264
255,2020-11-05 23:59:00,34505,32509.715484546447,1.2787242919590085,1.2650079019211133,1.2924262677884792
256,2020-11-06 23:59:00,37809,33206.086963511436,1.253614792162106,1.2403385857478513,1.2670650958391274
257,2020-11-07 23:59:00,39811,33732.53384467749,1.2265271579996142,1.2133688100672975,1.2394396357016642
258,2020-11-08 23:59:00,32616,34113.68409260785,1.1987338257153048,1.186384703482376,1.211232964440617
259,2020-11-09 23:59:00,25271,34430.12326008769,1.173486572157142,1.1610623381466623,1.1857566313962262
